Wed Dec 18 16:00:10 2024,20
Wed Dec 18 16:00:26 2024,202
Wed Dec 18 16:03:14 2024,12.1
Wed Dec 18 17:28:42 2024,-70,-635705.1623031864,3.2,0.004003763198852539,27.8,46.6
Wed Dec 18 17:28:43 2024,-70,-635705.1623031864,3.2,0.0020308494567871094,16.9,46.6
Wed Dec 18 17:28:44 2024,-70,-635705.1623031864,3.2,0.000982522964477539,18.6,46.6
Wed Dec 18 17:28:45 2024,-70,-635705.1623031864,3.2,0.0013577938079833984,37.2,46.7
Wed Dec 18 17:28:46 2024,-70,-635705.1623031864,3.2,0.0009992122650146484,35.4,46.8
Wed Dec 18 17:28:47 2024,-70,-635705.1623031864,3.2,0.0010001659393310547,36.3,46.8
Wed Dec 18 17:28:48 2024,-70,-635705.1623031864,3.2,0.000988006591796875,41.2,46.8
Wed Dec 18 17:28:49 2024,-70,-635705.1623031864,3.2,0.0,42.2,46.9
Wed Dec 18 17:28:50 2024,-70,-635705.1623031864,3.2,0.0,47.5,47.0
Wed Dec 18 17:28:51 2024,-70,-635705.1623031864,3.2,0.000997304916381836,39.3,47.1
Wed Dec 18 17:28:52 2024,-70,-635705.1623031864,3.2,0.0009963512420654297,34.4,47.1
Wed Dec 18 17:28:53 2024,-70,-635705.1623031864,3.2,0.0009992122650146484,31.0,47.1
Wed Dec 18 17:28:54 2024,-70,-635705.1623031864,3.2,0.0,27.7,47.1
Wed Dec 18 17:28:55 2024,-70,-635705.1623031864,3.2,0.0010161399841308594,21.6,46.7
Wed Dec 18 17:28:56 2024,-70,-635705.1623031864,3.2,0.0012359619140625,17.7,46.7
Wed Dec 18 17:28:57 2024,-70,-635705.1623031864,3.2,0.0,25.3,46.7
Wed Dec 18 17:28:58 2024,-70,-635705.1623031864,3.2,0.001010894775390625,21.7,46.8
Wed Dec 18 17:28:59 2024,-70,-635705.1623031864,3.2,0.001001119613647461,18.8,46.8
Wed Dec 18 17:29:00 2024,-70,-635705.1623031864,3.2,0.001012563705444336,47.8,46.9
Wed Dec 18 17:29:01 2024,-70,-635705.1623031864,3.2,0.000989675521850586,79.1,47.2
Wed Dec 18 17:29:02 2024,-70,-635705.1623031864,3.2,0.0020008087158203125,59.5,47.5
Wed Dec 18 17:29:03 2024,-70,-635705.1623031864,3.2,0.0,44.1,47.5
Wed Dec 18 17:29:04 2024,-70,-635705.1623031864,3.2,0.0003674030303955078,66.5,47.5
Wed Dec 18 17:29:05 2024,-70,-635705.1623031864,3.2,0.001018524169921875,67.0,47.5
Wed Dec 18 17:29:06 2024,-70,-635705.1623031864,3.2,0.0009963512420654297,38.0,47.6
Wed Dec 18 17:29:07 2024,-70,-635705.1623031864,3.2,0.0010001659393310547,47.7,47.7
Wed Dec 18 17:29:08 2024,-70,-635705.1623031864,3.2,0.0010085105895996094,43.5,47.8
Wed Dec 18 17:29:09 2024,-70,-635705.1623031864,3.2,0.0009987354278564453,37.5,47.7
Wed Dec 18 17:29:10 2024,-70,-635705.1623031864,3.2,0.0009927749633789062,36.1,47.7
Wed Dec 18 17:29:11 2024,-70,-635705.1623031864,3.2,0.0019497871398925781,25.1,47.3
Wed Dec 18 17:29:12 2024,-70,-635705.1623031864,3.2,0.0009565353393554688,22.3,47.3
Wed Dec 18 17:29:13 2024,-70,-635705.1623031864,3.2,0.0010106563568115234,21.8,47.3
Wed Dec 18 17:29:14 2024,-70,-635705.1623031864,3.2,0.0030007362365722656,36.3,47.3
Wed Dec 18 17:29:15 2024,-70,-635705.1623031864,3.2,0.0,48.3,47.4
Wed Dec 18 17:29:16 2024,-70,-635705.1623031864,3.2,0.0,33.1,47.4
Wed Dec 18 17:29:18 2024,-70,-635705.1623031864,3.2,0.024544477462768555,76.4,47.6
Wed Dec 18 17:29:19 2024,-70,-635705.1623031864,3.2,0.0009918212890625,56.0,47.7
Wed Dec 18 17:29:20 2024,-70,-635705.1623031864,3.2,0.001013040542602539,42.0,47.7
Wed Dec 18 17:29:21 2024,-70,-635705.1623031864,3.2,0.0009589195251464844,38.5,47.7
Wed Dec 18 17:29:22 2024,-70,-635705.1623031864,3.2,0.0009462833404541016,42.7,47.7
Wed Dec 18 17:29:23 2024,-70,-635705.1623031864,3.2,0.0010120868682861328,30.8,47.8
Wed Dec 18 17:29:24 2024,-70,-635705.1623031864,3.2,0.0009777545928955078,36.0,47.9
Wed Dec 18 17:29:25 2024,-70,-635705.1623031864,3.2,0.0010006427764892578,39.5,47.9
Wed Dec 18 17:29:26 2024,-70,-635705.1623031864,3.2,0.001020669937133789,28.5,47.9
Wed Dec 18 17:29:27 2024,-70,-635705.1623031864,3.2,0.00102996826171875,32.1,47.5
Wed Dec 18 17:29:28 2024,-70,-635705.1623031864,3.2,0.0010199546813964844,20.2,47.5
Wed Dec 18 17:29:29 2024,-70,-635705.1623031864,3.2,0.0010178089141845703,21.3,47.4
Wed Dec 18 17:29:30 2024,-70,-635705.1623031864,3.2,0.001993894577026367,16.2,47.4
Wed Dec 18 17:29:31 2024,-70,-635705.1623031864,3.2,0.0012967586517333984,15.6,47.5
Wed Dec 18 17:29:32 2024,-70,-635705.1623031864,3.2,0.0009443759918212891,21.0,47.4
Wed Dec 18 17:29:33 2024,-70,-635705.1623031864,3.2,0.0011866092681884766,29.0,47.6
Wed Dec 18 17:29:34 2024,-70,-635705.1623031864,3.2,0.0010118484497070312,33.6,47.6
Wed Dec 18 17:29:35 2024,-70,-635705.1623031864,3.2,0.0010025501251220703,32.8,47.6
Wed Dec 18 17:29:36 2024,-70,-635705.1623031864,3.2,0.001001596450805664,33.1,47.6
Wed Dec 18 17:29:37 2024,-70,-635705.1623031864,3.2,0.0010006427764892578,33.7,47.6
Wed Dec 18 17:29:38 2024,-70,-635705.1623031864,3.2,0.001001119613647461,50.8,47.4
Wed Dec 18 17:29:39 2024,-70,-635705.1623031864,3.2,0.0009870529174804688,37.1,47.5
Wed Dec 18 17:29:40 2024,-70,-635705.1623031864,3.2,0.0010144710540771484,32.9,47.5
Wed Dec 18 17:29:41 2024,-70,-635705.1623031864,3.2,0.0010018348693847656,27.1,47.5
Wed Dec 18 17:29:42 2024,-70,-635705.1623031864,3.2,0.0010037422180175781,29.8,47.5
Wed Dec 18 17:29:43 2024,-70,-635705.1623031864,3.2,0.0010573863983154297,31.5,47.1
Wed Dec 18 17:29:44 2024,-70,-635705.1623031864,3.2,0.0030074119567871094,23.0,47.1
Wed Dec 18 17:29:45 2024,-70,-635705.1623031864,3.2,0.001314401626586914,21.7,47.1
Wed Dec 18 17:29:46 2024,-70,-635705.1623031864,3.2,0.0009989738464355469,20.4,47.1
Wed Dec 18 17:29:47 2024,-70,-635705.1623031864,3.2,0.0010111331939697266,23.6,47.1
Wed Dec 18 17:29:48 2024,-70,-635705.1623031864,3.2,0.0010008811950683594,19.7,47.1
Wed Dec 18 17:29:49 2024,-70,-635705.1623031864,3.2,0.0009837150573730469,38.6,47.2
Wed Dec 18 17:29:50 2024,-70,-635705.1623031864,3.2,0.0010006427764892578,30.2,47.3
Wed Dec 18 17:29:51 2024,-70,-635705.1623031864,3.2,0.0013959407806396484,32.7,47.3
Wed Dec 18 17:29:52 2024,-70,-635705.1623031864,3.2,0.0009970664978027344,28.8,47.1
Wed Dec 18 17:29:53 2024,-70,-635705.1623031864,3.2,0.0010135173797607422,29.8,47.2
Wed Dec 18 17:29:54 2024,-70,-635705.1623031864,3.2,0.0009486675262451172,34.7,47.3
Wed Dec 18 17:29:55 2024,-70,-635705.1623031864,3.2,0.001003265380859375,29.8,47.4
Wed Dec 18 17:29:56 2024,-70,-635705.1623031864,3.2,0.0009982585906982422,31.5,47.4
Wed Dec 18 17:29:57 2024,-70,-635705.1623031864,3.2,0.0009860992431640625,30.8,47.4
Wed Dec 18 17:29:58 2024,-70,-635705.1623031864,3.2,0.0019505023956298828,29.4,47.0
Wed Dec 18 17:29:59 2024,-70,-635705.1623031864,3.2,0.0010004043579101562,17.7,47.0
Wed Dec 18 17:30:00 2024,-70,-635705.1623031864,3.2,0.0010023117065429688,19.0,47.0
Wed Dec 18 17:30:01 2024,-70,-635705.1623031864,3.2,0.0009984970092773438,22.3,47.0
Wed Dec 18 17:30:02 2024,-70,-635705.1623031864,3.2,0.0010039806365966797,17.3,47.0
Wed Dec 18 17:30:03 2024,-70,-635705.1623031864,3.2,0.0009961128234863281,17.7,47.0
Wed Dec 18 17:30:04 2024,-70,-635705.1623031864,3.2,0.0009999275207519531,20.7,47.0
Wed Dec 18 17:30:05 2024,-70,-635705.1623031864,3.2,0.0009851455688476562,32.9,47.1
Wed Dec 18 17:30:06 2024,-70,-635705.1623031864,3.2,0.001012563705444336,30.6,47.2
Wed Dec 18 17:30:07 2024,-70,-635705.1623031864,3.2,0.0010004043579101562,33.5,47.2
Wed Dec 18 17:30:08 2024,-70,-635705.1623031864,3.2,0.0009946823120117188,36.2,47.2
